transaction_id,country,payment_method,amount_eur,hour,previous_failures,is_cross_border,is_returning_user,fraud_score,risk_band,selected_provider,expected_success_rate,decision,fallback_used,fallback_provider,final_status,simulated_latency_ms,gross_margin_eur
tx_0050,US,contactless_card,23.95,2,0,False,True,15.0,low,acquirer_b,0.94,accept,False,,approved,430,0.29
tx_0051,BE,mobile_wallet,73.31,20,1,False,True,24.2,low,acquirer_b,0.91,accept,False,,approved,430,0.88
tx_0052,DE,contactless_card,89.89,3,1,False,True,33.2,low,acquirer_b,0.91,accept,False,,approved,430,1.08
tx_0053,FR,mobile_wallet,35.4,0,0,False,True,19.4,low,acquirer_b,0.94,accept,False,,approved,430,0.42
tx_0054,BE,mobile_wallet,19.31,23,0,False,True,7.4,low,acquirer_b,0.94,accept,False,,approved,430,0.23
tx_0055,BE,mobile_wallet,66.67,6,0,False,True,13.3,low,acquirer_b,0.94,accept,False,,approved,430,0.8
tx_0056,FR,contactless_card,55.69,0,3,True,False,59.0,medium,acquirer_b,0.81,accept,False,,approved,430,0.67
tx_0057,UK,contactless_card,33.86,16,0,False,True,6.2,low,acquirer_b,0.94,accept,False,,approved,430,0.41
tx_0058,BE,contactless_card,22.02,7,0,False,True,4.8,low,acquirer_b,0.94,accept,False,,approved,430,0.26
tx_0059,AU,contactless_card,34.69,10,1,False,True,16.3,low,acquirer_b,0.91,accept,False,,approved,430,0.42
tx_0060,DE,card_not_present,58.49,23,0,False,False,24.3,low,acquirer_b,0.91,accept,False,,approved,430,0.7
tx_0061,DE,mobile_wallet,44.31,13,0,False,True,10.5,low,acquirer_b,0.94,accept,False,,approved,430,0.53
tx_0062,ES,contactless_card,1.56,0,0,False,True,12.2,low,acquirer_c,0.91,accept,False,,approved,320,0.02
tx_0063,ES,mobile_wallet,65.08,16,0,True,True,25.1,low,acquirer_b,0.92,accept,False,,approved,430,0.78
tx_0064,FR,mobile_wallet,126.91,3,2,False,True,50.9,medium,acquirer_a,0.85,accept,False,,approved,540,1.27
tx_0065,NL,contactless_card,55.85,7,0,False,True,9.0,low,acquirer_b,0.94,accept,False,,approved,430,0.67
tx_0066,FR,wearable,75.88,5,0,False,False,31.5,low,acquirer_b,0.94,accept,False,,approved,430,0.91
tx_0067,NL,card_not_present,43.5,21,0,False,True,14.4,low,acquirer_b,0.91,accept,False,,approved,430,0.52
tx_0068,FR,contactless_card,144.52,2,0,True,True,42.1,medium,acquirer_a,0.89,accept,False,,approved,540,1.45
tx_0069,AU,contactless_card,43.23,12,0,True,True,19.4,low,acquirer_b,0.92,accept,False,,approved,430,0.52
tx_0070,FR,wearable,104.85,11,1,True,False,47.1,medium,acquirer_b,0.84,retry_fallback,True,acquirer_a,approved,1090,-0.31
tx_0071,ES,card_not_present,112.32,13,1,False,True,33.0,low,acquirer_b,0.88,accept,False,,approved,430,1.35
tx_0072,BE,contactless_card,38.97,14,2,False,False,34.9,low,acquirer_b,0.88,accept,False,,approved,430,0.47
tx_0073,US,mobile_wallet,75.85,2,0,False,False,32.5,low,acquirer_b,0.94,accept,False,,approved,430,0.91
tx_0074,ES,wearable,11.29,7,0,False,True,5.4,low,acquirer_c,0.91,accept,False,,approved,320,0.17
tx_0075,FR,card_not_present,56.78,13,0,False,True,16.1,low,acquirer_b,0.91,accept,False,,approved,430,0.68
tx_0076,UK,contactless_card,11.13,2,2,False,True,33.4,low,acquirer_c,0.85,accept,False,,approved,320,0.17
tx_0077,AU,contactless_card,63.03,19,1,True,True,31.9,low,acquirer_b,0.89,accept,False,,approved,430,0.76
tx_0078,US,card_not_present,30.95,19,0,False,True,12.9,low,acquirer_b,0.91,accept,False,,approved,430,0.37
tx_0079,DE,contactless_card,37.38,12,0,True,False,26.7,low,acquirer_b,0.92,accept,False,,approved,430,0.45
tx_0080,FR,contactless_card,21.06,19,1,True,True,26.6,low,acquirer_b,0.89,accept,False,,approved,430,0.25
tx_0081,FR,mobile_wallet,51.85,10,2,False,True,31.5,low,acquirer_b,0.88,accept,False,,approved,430,0.62
tx_0082,US,contactless_card,70.8,13,0,False,True,10.8,low,acquirer_b,0.94,accept,False,,approved,430,0.85
tx_0083,DE,mobile_wallet,20.84,11,1,True,True,29.6,low,acquirer_b,0.89,accept,False,,approved,430,0.25
tx_0084,FR,contactless_card,34.24,3,1,True,True,38.3,low,acquirer_b,0.89,accept,False,,approved,430,0.41
tx_0085,US,card_not_present,52.18,4,0,False,True,25.5,low,acquirer_b,0.91,accept,False,,approved,430,0.63
tx_0086,ES,contactless_card,27.09,13,0,False,True,5.4,low,acquirer_b,0.94,accept,False,,approved,430,0.33
tx_0087,DE,wearable,97.41,1,0,True,True,38.2,low,acquirer_b,0.92,accept,False,,approved,430,1.17
tx_0088,BE,contactless_card,147.51,15,0,False,True,20.4,low,acquirer_a,0.96,accept,False,,approved,540,1.48
tx_0089,NL,contactless_card,52.37,7,0,False,False,16.5,low,acquirer_b,0.94,accept,False,,approved,430,0.63
tx_0090,FR,contactless_card,40.84,10,3,False,True,27.1,low,acquirer_b,0.88,accept,False,,approved,430,0.49
tx_0091,FR,contactless_card,48.74,21,0,False,True,8.1,low,acquirer_b,0.94,accept,False,,approved,430,0.58
tx_0092,US,contactless_card,22.74,20,0,False,True,4.8,low,acquirer_b,0.94,accept,False,,approved,430,0.27
tx_0093,NL,mobile_wallet,12.27,11,2,False,True,26.5,low,acquirer_b,0.88,accept,False,,approved,430,0.15
tx_0094,DE,contactless_card,24.25,9,0,False,True,5.0,low,acquirer_b,0.94,accept,False,,approved,430,0.29
tx_0095,BE,contactless_card,52.14,19,3,False,True,28.5,low,acquirer_b,0.88,accept,False,,approved,430,0.63
tx_0096,IT,card_not_present,34.69,12,1,False,True,23.3,low,acquirer_b,0.88,retry_fallback,True,acquirer_a,rejected,1090,-0.1
tx_0097,FR,card_not_present,21.49,17,0,True,True,23.7,low,acquirer_b,0.89,accept,False,,approved,430,0.26
tx_0098,BE,card_not_present,18.91,2,0,False,False,29.4,low,acquirer_b,0.91,accept,False,,approved,430,0.23
tx_0099,FR,contactless_card,43.92,17,0,False,False,15.5,low,acquirer_b,0.94,retry_fallback,True,acquirer_a,approved,1090,-0.13
tx_0100,FR,contactless_card,34.21,13,1,True,True,28.3,low,acquirer_b,0.89,accept,False,,approved,430,0.41
tx_0101,AU,contactless_card,71.92,5,0,True,True,33.0,low,acquirer_b,0.92,accept,False,,approved,430,0.86
tx_0102,ES,contactless_card,18.67,18,0,False,True,4.3,low,acquirer_b,0.94,accept,False,,approved,430,0.22
tx_0103,NL,contactless_card,189.7,12,1,False,True,35.7,low,acquirer_a,0.93,accept,False,,approved,540,1.9
tx_0104,DE,contactless_card,41.24,17,0,False,False,15.2,low,acquirer_b,0.94,accept,False,,approved,430,0.49
tx_0105,US,contactless_card,151.79,19,0,False,True,21.0,low,acquirer_a,0.96,accept,False,,approved,540,1.52
tx_0106,BE,contactless_card,33.83,6,0,False,True,6.2,low,acquirer_b,0.94,accept,False,,approved,430,0.41
tx_0107,DE,card_not_present,63.04,19,0,False,True,16.9,low,acquirer_b,0.91,accept,False,,approved,430,0.76
tx_0108,ES,contactless_card,30.12,23,0,False,True,5.8,low,acquirer_b,0.94,accept,False,,approved,430,0.36
tx_0109,BE,contactless_card,127.49,12,0,False,True,17.9,low,acquirer_a,0.96,accept,False,,approved,540,1.27
tx_0110,DE,mobile_wallet,71.19,17,0,False,False,21.9,low,acquirer_b,0.94,accept,False,,approved,430,0.85
tx_0111,IT,contactless_card,25.12,18,0,False,True,5.1,low,acquirer_b,0.94,accept,False,,approved,430,0.3
tx_0112,US,mobile_wallet,38.73,10,0,False,True,9.8,low,acquirer_b,0.94,accept,False,,approved,430,0.46
tx_0113,FR,contactless_card,71.11,19,0,True,True,22.9,low,acquirer_b,0.92,accept,False,,approved,430,0.85
tx_0114,AU,contactless_card,9.09,9,0,False,False,11.1,low,acquirer_c,0.91,accept,False,,approved,320,0.14
tx_0115,FR,mobile_wallet,24.62,21,0,False,True,8.1,low,acquirer_b,0.94,accept,False,,approved,430,0.3
tx_0116,IT,mobile_wallet,27.76,18,0,False,True,8.5,low,acquirer_b,0.94,accept,False,,approved,430,0.33
tx_0117,UK,contactless_card,3.73,12,1,False,False,20.5,low,acquirer_c,0.88,accept,False,,approved,320,0.06
tx_0118,FR,wearable,53.63,4,0,False,False,28.7,low,acquirer_b,0.94,accept,False,,approved,430,0.64
tx_0119,NL,card_not_present,146.13,19,0,True,False,47.3,medium,acquirer_a,0.86,accept,False,,approved,540,1.46
tx_0120,UK,contactless_card,7.88,15,0,True,False,23.0,low,acquirer_c,0.89,accept,False,,approved,320,0.12
tx_0121,FR,contactless_card,15.73,13,2,False,True,24.0,low,acquirer_b,0.88,accept,False,,approved,430,0.19
tx_0122,ES,contactless_card,47.46,17,0,False,True,7.9,low,acquirer_b,0.94,accept,False,,approved,430,0.57
tx_0123,UK,card_not_present,56.99,23,0,False,True,16.1,low,acquirer_b,0.91,accept,False,,approved,430,0.68
tx_0124,DE,card_not_present,55.28,12,0,False,True,15.9,low,acquirer_b,0.91,accept,False,,approved,430,0.66
tx_0125,IT,contactless_card,35.28,9,0,False,False,14.4,low,acquirer_b,0.94,accept,False,,approved,430,0.42
tx_0126,FR,card_not_present,29.33,20,2,True,True,44.7,medium,acquirer_b,0.78,decline,False,,rejected,430,0.35
tx_0127,FR,contactless_card,9.18,15,0,False,True,3.1,low,acquirer_c,0.91,accept,False,,approved,320,0.14
tx_0128,BE,contactless_card,136.65,11,0,False,True,19.1,low,acquirer_a,0.96,accept,False,,approved,540,1.37
tx_0129,FR,contactless_card,103.62,4,0,False,True,25.0,low,acquirer_b,0.94,accept,False,,approved,430,1.24
tx_0130,BE,card_not_present,26.08,11,0,False,True,12.3,low,acquirer_b,0.91,accept,False,,approved,430,0.31
tx_0131,AU,contactless_card,42.98,22,2,False,True,27.4,low,acquirer_b,0.88,decline,False,,rejected,430,0.52
tx_0132,DE,contactless_card,35.91,6,0,False,False,14.5,low,acquirer_b,0.94,accept,False,,approved,430,0.43
tx_0133,BE,mobile_wallet,31.99,23,1,False,True,19.0,low,acquirer_b,0.91,accept,False,,approved,430,0.38
tx_0134,LU,contactless_card,17.82,22,0,False,True,4.2,low,acquirer_b,0.94,accept,False,,approved,430,0.21
tx_0135,AU,contactless_card,168.9,20,0,False,False,31.1,low,acquirer_a,0.96,accept,False,,approved,540,1.69
tx_0136,NL,contactless_card,37.42,7,0,True,False,26.7,low,acquirer_b,0.92,accept,False,,approved,430,0.45
tx_0137,AU,card_not_present,72.26,19,0,True,True,30.0,low,acquirer_b,0.89,retry_fallback,True,acquirer_a,approved,1090,-0.22
tx_0138,DE,wearable,38.34,16,3,True,False,48.8,medium,acquirer_b,0.81,accept,False,,approved,430,0.46
tx_0139,DE,wearable,54.24,21,0,False,False,18.8,low,acquirer_b,0.94,accept,False,,approved,430,0.65
tx_0140,US,wearable,117.52,9,0,False,True,18.7,low,acquirer_b,0.94,accept,False,,approved,430,1.41
tx_0141,IT,mobile_wallet,47.57,14,0,False,True,10.9,low,acquirer_b,0.94,accept,False,,approved,430,0.57
tx_0142,DE,card_not_present,113.59,22,0,True,False,43.2,medium,acquirer_b,0.84,accept,False,,approved,430,1.36
tx_0143,NL,mobile_wallet,26.22,21,0,False,False,16.3,low,acquirer_b,0.94,accept,False,,approved,430,0.31
tx_0144,US,mobile_wallet,70.27,22,0,False,True,13.8,low,acquirer_b,0.94,accept,False,,approved,430,0.84
tx_0145,NL,contactless_card,107.89,2,0,False,True,25.5,low,acquirer_b,0.94,accept,False,,approved,430,1.29
tx_0146,US,contactless_card,74.19,0,0,True,False,41.3,medium,acquirer_b,0.87,accept,False,,approved,430,0.89
tx_0147,FR,mobile_wallet,26.33,2,0,False,True,18.3,low,acquirer_b,0.94,accept,False,,approved,430,0.32
tx_0148,NL,contactless_card,33.72,23,0,False,True,6.2,low,acquirer_b,0.94,accept,False,,approved,430,0.4
tx_0149,DE,card_not_present,26.71,9,0,False,True,12.3,low,acquirer_b,0.91,accept,False,,approved,430,0.32
tx_0150,AU,mobile_wallet,55.83,14,0,False,True,12.0,low,acquirer_b,0.94,accept,False,,approved,430,0.67
tx_0151,LU,contactless_card,38.57,10,1,True,False,36.8,low,acquirer_b,0.89,accept,False,,approved,430,0.46
tx_0152,UK,card_not_present,24.3,1,1,False,True,32.0,low,acquirer_b,0.88,accept,False,,approved,430,0.29
tx_0153,ES,contactless_card,15.56,21,0,False,True,3.9,low,acquirer_b,0.94,accept,False,,approved,430,0.19
tx_0154,IT,contactless_card,26.8,11,0,False,True,5.4,low,acquirer_b,0.94,accept,False,,approved,430,0.32
tx_0155,ES,contactless_card,43.12,7,1,False,True,17.4,low,acquirer_b,0.91,retry_fallback,True,acquirer_a,approved,1090,-0.13
tx_0156,AU,card_not_present,71.76,1,0,True,False,48.0,medium,acquirer_b,0.84,accept,False,,approved,430,0.86
tx_0157,BE,mobile_wallet,57.55,2,0,False,True,22.2,low,acquirer_b,0.94,accept,False,,approved,430,0.69
tx_0158,BE,wearable,68.87,13,0,True,True,24.6,low,acquirer_b,0.92,accept,False,,approved,430,0.83
tx_0159,FR,contactless_card,98.79,18,0,True,False,34.3,low,acquirer_b,0.92,accept,False,,approved,430,1.19
tx_0160,FR,wearable,58.92,4,2,True,True,53.4,medium,acquirer_b,0.81,accept,False,,approved,430,0.71
tx_0161,FR,mobile_wallet,12.0,12,0,False,True,6.5,low,acquirer_b,0.94,accept,False,,approved,430,0.14
tx_0162,US,mobile_wallet,36.82,8,2,False,False,37.6,low,acquirer_b,0.88,decline,False,,rejected,430,0.44
tx_0163,UK,card_not_present,13.38,15,0,False,True,10.7,low,acquirer_b,0.91,accept,False,,approved,430,0.16
tx_0164,FR,contactless_card,48.31,7,1,False,False,26.0,low,acquirer_b,0.91,accept,False,,approved,430,0.58
tx_0165,DE,contactless_card,8.88,21,0,True,False,23.1,low,acquirer_c,0.89,accept,False,,approved,320,0.13
tx_0166,NL,mobile_wallet,41.92,14,1,True,True,32.2,low,acquirer_b,0.89,retry_fallback,True,acquirer_a,approved,1090,-0.13
tx_0167,DE,wearable,47.89,4,0,False,True,20.0,low,acquirer_b,0.94,accept,False,,approved,430,0.57
tx_0168,ES,contactless_card,65.43,19,0,False,True,10.2,low,acquirer_b,0.94,accept,False,,approved,430,0.79
tx_0169,BE,mobile_wallet,43.55,15,0,False,True,10.4,low,acquirer_b,0.94,retry_fallback,True,acquirer_a,approved,1090,-0.13
tx_0170,AU,contactless_card,193.1,22,0,False,True,26.1,low,acquirer_a,0.96,accept,False,,approved,540,1.93
tx_0171,NL,mobile_wallet,31.23,22,0,False,True,8.9,low,acquirer_b,0.94,accept,False,,approved,430,0.37
tx_0172,ES,wearable,75.75,7,0,False,True,13.5,low,acquirer_b,0.94,accept,False,,approved,430,0.91
tx_0173,ES,contactless_card,30.72,16,0,False,True,5.8,low,acquirer_b,0.94,accept,False,,approved,430,0.37
tx_0174,FR,mobile_wallet,19.76,13,1,False,True,17.5,low,acquirer_b,0.91,accept,False,,approved,430,0.24
tx_0175,FR,contactless_card,30.94,10,1,False,False,23.9,low,acquirer_b,0.91,accept,False,,approved,430,0.37
tx_0176,NL,card_not_present,12.15,0,0,True,False,40.5,medium,acquirer_b,0.84,accept,False,,approved,430,0.15
tx_0177,IT,contactless_card,49.84,19,0,False,True,8.2,low,acquirer_b,0.94,accept,False,,approved,430,0.6
tx_0178,UK,contactless_card,8.17,8,0,False,True,3.0,low,acquirer_c,0.91,accept,False,,approved,320,0.12
tx_0179,IT,mobile_wallet,76.41,1,0,False,True,24.6,low,acquirer_b,0.94,accept,False,,approved,430,0.92
tx_0180,FR,mobile_wallet,42.27,23,0,False,True,10.3,low,acquirer_b,0.94,accept,False,,approved,430,0.51
tx_0181,US,mobile_wallet,68.85,9,0,False,True,13.6,low,acquirer_b,0.94,accept,False,,approved,430,0.83
tx_0182,UK,contactless_card,16.36,2,0,False,False,22.0,low,acquirer_b,0.94,accept,False,,approved,430,0.2
tx_0183,US,mobile_wallet,111.05,10,0,False,True,18.9,low,acquirer_b,0.94,accept,False,,approved,430,1.33
tx_0184,DE,mobile_wallet,94.58,20,0,False,True,16.8,low,acquirer_b,0.94,accept,False,,approved,430,1.13
tx_0185,US,card_not_present,83.14,17,0,False,False,27.4,low,acquirer_b,0.91,accept,False,,approved,430,1.0
tx_0186,FR,contactless_card,39.83,15,0,False,True,7.0,low,acquirer_b,0.94,accept,False,,approved,430,0.48
tx_0187,FR,contactless_card,74.96,7,1,False,False,29.4,low,acquirer_b,0.91,accept,False,,approved,430,0.9
tx_0188,FR,mobile_wallet,42.08,7,0,False,True,10.3,low,acquirer_b,0.94,accept,False,,approved,430,0.5
tx_0189,LU,mobile_wallet,97.37,6,0,False,False,25.2,low,acquirer_b,0.94,accept,False,,approved,430,1.17
tx_0190,LU,contactless_card,8.52,18,0,False,False,11.1,low,acquirer_c,0.91,accept,False,,approved,320,0.13
tx_0191,FR,mobile_wallet,45.31,19,0,True,False,30.7,low,acquirer_b,0.92,accept,False,,approved,430,0.54
tx_0192,DE,contactless_card,103.33,6,2,True,False,54.9,medium,acquirer_b,0.81,decline,False,,rejected,430,1.24
tx_0193,FR,contactless_card,77.09,7,1,False,False,29.6,low,acquirer_b,0.91,accept,False,,approved,430,0.93
tx_0194,DE,card_not_present,79.71,21,0,False,False,27.0,low,acquirer_b,0.91,accept,False,,approved,430,0.96
tx_0195,FR,contactless_card,75.22,23,1,False,True,21.4,low,acquirer_b,0.91,accept,False,,approved,430,0.9
tx_0196,ES,contactless_card,50.04,1,0,False,True,18.3,low,acquirer_b,0.94,accept,False,,approved,430,0.6
tx_0197,FR,mobile_wallet,20.76,6,0,False,True,7.6,low,acquirer_b,0.94,accept,False,,approved,430,0.25
tx_0198,BE,mobile_wallet,61.65,2,0,False,True,22.7,low,acquirer_b,0.94,accept,False,,approved,430,0.74
tx_0199,AU,mobile_wallet,31.94,8,0,False,True,9.0,low,acquirer_b,0.94,accept,False,,approved,430,0.38
tx_0200,DE,wearable,36.29,18,0,False,False,16.5,low,acquirer_b,0.94,accept,False,,approved,430,0.44
tx_0201,UK,contactless_card,40.61,14,0,False,False,15.1,low,acquirer_b,0.94,accept,False,,approved,430,0.49
tx_0202,ES,mobile_wallet,44.11,10,0,True,True,22.5,low,acquirer_b,0.92,accept,False,,approved,430,0.53
tx_0203,DE,wearable,19.98,4,0,False,False,24.5,low,acquirer_b,0.94,accept,False,,approved,430,0.24
tx_0204,FR,mobile_wallet,70.32,3,0,False,True,23.8,low,acquirer_b,0.94,accept,False,,approved,430,0.84
tx_0205,DE,mobile_wallet,51.06,18,0,True,True,23.4,low,acquirer_b,0.92,accept,False,,approved,430,0.61
tx_0206,FR,contactless_card,93.25,12,0,False,False,21.7,low,acquirer_b,0.94,accept,False,,approved,430,1.12
tx_0207,UK,mobile_wallet,149.21,0,0,False,False,41.7,medium,acquirer_a,0.91,accept,False,,approved,540,1.49
tx_0208,AU,contactless_card,73.72,7,0,False,False,19.2,low,acquirer_b,0.94,accept,False,,approved,430,0.88
tx_0209,UK,mobile_wallet,48.23,16,0,True,True,23.0,low,acquirer_b,0.92,retry_fallback,True,acquirer_a,approved,1090,-0.14
tx_0210,FR,contactless_card,13.97,13,0,False,True,3.7,low,acquirer_b,0.94,accept,False,,approved,430,0.17
tx_0211,BE,contactless_card,43.21,17,0,False,False,15.4,low,acquirer_b,0.94,accept,False,,approved,430,0.52
tx_0212,BE,mobile_wallet,51.22,17,0,False,True,11.4,low,acquirer_b,0.94,accept,False,,approved,430,0.61
tx_0213,FR,contactless_card,54.52,2,0,False,False,26.8,low,acquirer_b,0.94,retry_fallback,True,acquirer_a,approved,1090,-0.16
tx_0214,ES,contactless_card,45.98,20,0,False,False,15.7,low,acquirer_b,0.94,accept,False,,approved,430,0.55
tx_0215,UK,wearable,29.78,14,0,False,True,7.7,low,acquirer_b,0.94,accept,False,,approved,430,0.36
tx_0216,BE,contactless_card,81.27,1,0,False,False,30.2,low,acquirer_b,0.94,accept,False,,approved,430,0.98
tx_0217,US,card_not_present,49.84,22,1,False,True,25.2,low,acquirer_b,0.88,accept,False,,approved,430,0.6
tx_0218,UK,wearable,88.1,14,0,False,False,23.0,low,acquirer_b,0.94,accept,False,,approved,430,1.06
tx_0219,FR,contactless_card,25.4,5,0,True,True,27.2,low,acquirer_b,0.92,accept,False,,approved,430,0.3
tx_0220,IT,mobile_wallet,55.68,23,0,True,True,24.0,low,acquirer_b,0.92,accept,False,,approved,430,0.67
tx_0221,US,contactless_card,96.2,0,0,False,True,24.0,low,acquirer_b,0.94,retry_fallback,True,acquirer_a,approved,1090,-0.29
tx_0222,FR,contactless_card,96.35,11,1,False,True,24.0,low,acquirer_b,0.91,retry_fallback,True,acquirer_a,approved,1090,-0.29
tx_0223,DE,card_not_present,17.53,0,0,True,True,33.2,low,acquirer_b,0.89,accept,False,,approved,430,0.21
tx_0224,ES,mobile_wallet,41.7,18,0,False,True,10.2,low,acquirer_b,0.94,accept,False,,approved,430,0.5
tx_0225,DE,mobile_wallet,34.04,18,0,False,False,17.3,low,acquirer_b,0.94,accept,False,,approved,430,0.41
tx_0226,FR,mobile_wallet,96.36,2,0,False,False,35.0,low,acquirer_b,0.94,accept,False,,approved,430,1.16
tx_0227,ES,mobile_wallet,59.49,7,0,False,True,12.4,low,acquirer_b,0.94,accept,False,,approved,430,0.71
tx_0228,ES,mobile_wallet,26.81,20,0,False,False,16.4,low,acquirer_b,0.94,accept,False,,approved,430,0.32
tx_0229,UK,contactless_card,43.76,6,0,False,True,7.5,low,acquirer_b,0.94,accept,False,,approved,430,0.53
